Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,Yes,Travel_Rarely,387,Research & Development,23,4,Marketing,1,460,2,Female,48,4,1,Research Director,4,Married,15447,17759,8,Y,No,10,3,4,80,0,34,1,2,10,4,1,1
35,Yes,Non-Travel,1387,Human Resources,22,1,Other,1,461,4,Male,90,1,2,Human Resources,2,Married,5362,9608,4,Y,Yes,19,4,1,80,3,15,2,3,1,1,1,1
34,No,Non-Travel,985,Human Resources,17,4,Technical Degree,1,462,3,Male,83,3,4,Human Resources,3,Divorced,18204,3856,1,Y,No,25,3,3,80,2,12,5,4,12,10,5,4
23,No,Travel_Frequently,1467,Human Resources,9,4,Medical,1,463,1,Male,78,1,2,Manager,1,Single,19005,3379,1,Y,No,24,3,2,80,3,6,4,3,6,6,6,6
20,Yes,Travel_Frequently,698,Human Resources,30,4,Technical Degree,1,464,3,Female,82,3,4,Human Resources,3,Divorced,5237,2929,0,Y,Yes,19,4,2,80,3,1,3,3,1,1,0,1
58,No,Non-Travel,307,Human Resources,28,2,Human Resources,1,465,2,Female,41,4,4,Manager,4,Single,12021,22953,7,Y,No,17,4,2,80,2,36,6,3,11,6,3,6
46,Yes,Travel_Frequently,506,Research & Development,23,2,Marketing,1,466,2,Female,41,3,2,Research Scientist,3,Single,4488,4966,8,Y,No,24,4,3,80,2,26,1,4,18,9,2,7
36,Yes,Travel_Frequently,1426,Research & Development,9,2,Technical Degree,1,467,1,Male,57,2,5,Laboratory Technician,4,Married,16429,6763,0,Y,Yes,5,4,4,80,1,17,4,4,8,4,3,4
51,No,Travel_Rarely,758,Human Resources,12,5,Technical Degree,1,468,4,Female,61,1,3,Manager,3,Divorced,6407,19638,5,Y,No,23,3,1,80,2,30,5,2,11,9,5,2
59,No,Travel_Rarely,811,Research & Development,19,3,Human Resources,1,469,3,Male,91,1,5,Manufacturing Director,3,Married,3885,6845,6,Y,Yes,7,4,1,80,3,37,3,4,6,1,1,6
31,Yes,Travel_Frequently,833,Human Resources,26,5,Other,1,470,2,Female,45,4,3,Manager,2,Married,3735,4326,8,Y,Yes,24,3,2,80,1,12,6,2,5,5,5,1
49,No,Travel_Rarely,463,Sales,23,1,Life Sciences,1,471,3,Male,85,2,4,Sales Manager,4,Married,13637,10257,7,Y,Yes,20,3,2,80,3,28,2,2,11,3,1,5
24,Yes,Non-Travel,1263,Human Resources,1,5,Life Sciences,1,472,2,Female,77,4,3,Human Resources,2,Single,2906,4273,8,Y,Yes,10,3,3,80,0,2,6,1,1,1,1,1
54,Yes,Travel_Frequently,442,Research & Development,29,2,Human Resources,1,473,4,Male,42,3,1,Manufacturing Director,4,Married,18989,18307,1,Y,Yes,11,3,4,80,0,34,5,1,10,2,2,3
41,No,Travel_Rarely,1168,Sales,26,4,Medical,1,474,3,Male,80,3,3,Sales Executive,2,Single,19430,19903,9,Y,No,25,3,4,80,0,19,2,2,17,2,2,9
42,No,Travel_Frequently,728,Research & Development,13,1,Technical Degree,1,475,1,Male,99,1,5,Research Director,1,Married,4922,7680,4,Y,No,25,4,3,80,3,23,1,4,10,1,0,4
21,No,Non-Travel,523,Research & Development,4,5,Human Resources,1,476,3,Female,31,1,3,Healthcare Representative,1,Divorced,18229,3482,7,Y,No,17,3,2,80,0,1,1,3,1,1,1,1
41,Yes,Travel_Rarely,951,Human Resources,22,2,Medical,1,477,3,Female,82,4,5,Human Resources,1,Single,2335,14357,9,Y,No,13,3,4,80,2,24,5,1,10,4,4,7
32,Yes,Travel_Frequently,683,Research & Development,11,1,Life Sciences,1,478,1,Male,63,2,1,Manufacturing Director,4,Divorced,11386,5555,2,Y,Yes,8,4,2,80,1,15,4,2,9,7,4,9
24,No,Travel_Rarely,530,Research & Development,20,1,Technical Degree,1,479,3,Male,70,2,1,Research Scientist,3,Single,8192,3433,5,Y,Yes,23,3,2,80,1,5,3,3,5,5,0,5
21,Yes,Travel_Frequently,1332,Human Resources,7,2,Marketing,1,480,3,Female,97,2,2,Human Resources,1,Married,10053,11430,5,Y,Yes,22,3,1,80,1,4,3,1,4,1,1,2
28,No,Non-Travel,251,Research & Development,19,1,Medical,1,481,4,Female,32,3,1,Laboratory Technician,4,Married,19877,23261,0,Y,No,20,4,2,80,3,9,4,4,9,2,2,1
58,No,Travel_Rarely,714,Human Resources,21,2,Technical Degree,1,482,4,Female,48,2,2,Manager,2,Married,16147,3394,2,Y,No,19,4,3,80,1,39,3,2,9,3,3,1
47,No,Non-Travel,1450,Sales,24,4,Technical Degree,1,483,3,Female,76,3,3,Sales Representative,2,Married,8376,17183,8,Y,Yes,22,4,4,80,3,26,3,2,8,4,3,8
46,No,Travel_Frequently,1262,Research & Development,13,4,Life Sciences,1,484,2,Female,52,4,3,Laboratory Technician,2,Divorced,14647,10956,8,Y,Yes,23,3,4,80,1,27,3,3,6,6,0,4
26,Yes,Non-Travel,408,Human Resources,1,5,Human Resources,1,485,4,Female,57,3,1,Human Resources,4,Married,8652,12078,0,Y,No,7,4,3,80,0,4,2,2,4,2,2,4
53,No,Non-Travel,1011,Research & Development,18,2,Technical Degree,1,486,4,Male,42,4,5,Healthcare Representative,4,Single,6805,3290,8,Y,No,9,4,2,80,3,36,4,1,16,5,3,2
55,No,Travel_Rarely,1469,Human Resources,3,1,Technical Degree,1,487,3,Male,55,1,3,Manager,4,Married,5636,22782,2,Y,No,15,4,1,80,0,34,1,4,20,5,5,3
30,No,Travel_Frequently,1450,Sales,10,1,Technical Degree,1,488,1,Female,40,2,1,Sales Executive,1,Divorced,17010,12909,4,Y,No,22,3,3,80,1,11,1,4,11,6,0,5
20,Yes,Travel_Frequently,646,Sales,11,4,Marketing,1,489,1,Female,40,1,4,Sales Manager,2,Divorced,11228,16741,2,Y,Yes,7,4,1,80,3,1,0,2,1,1,1,1
27,Yes,Non-Travel,508,Human Resources,19,1,Life Sciences,1,490,4,Male,40,1,3,Human Resources,2,Single,6545,8080,7,Y,Yes,7,3,2,80,0,10,5,1,10,2,1,1
58,Yes,Travel_Rarely,504,Sales,24,2,Other,1,491,1,Male,63,1,2,Sales Manager,2,Married,7762,6715,9,Y,Yes,22,3,2,80,3,36,6,3,15,3,0,2
58,No,Travel_Rarely,430,Human Resources,27,4,Human Resources,1,492,1,Female,38,3,2,Manager,4,Divorced,11222,4019,5,Y,Yes,7,4,1,80,3,41,0,4,8,8,0,5
41,No,Travel_Rarely,187,Sales,16,3,Other,1,493,4,Male,75,3,3,Sales Representative,4,Divorced,7588,15426,4,Y,Yes,19,4,4,80,3,22,1,4,11,9,3,4
42,No,Travel_Rarely,133,Sales,1,2,Marketing,1,494,2,Female,80,3,2,Sales Manager,1,Single,5107,17475,6,Y,No,9,4,4,80,3,25,1,4,6,3,2,4
53,No,Non-Travel,389,Human Resources,16,2,Technical Degree,1,495,4,Female,60,4,4,Manager,1,Single,11480,18998,0,Y,No,20,3,3,80,3,33,2,2,4,2,2,4
45,No,Travel_Rarely,528,Sales,19,2,Human Resources,1,496,3,Male,71,4,3,Sales Representative,3,Divorced,10064,24553,7,Y,No,12,4,3,80,1,23,1,2,1,1,1,1
54,No,Non-Travel,1105,Research & Development,11,5,Human Resources,1,497,4,Male,89,4,4,Laboratory Technician,2,Divorced,19341,21745,8,Y,Yes,13,3,3,80,3,32,2,2,13,3,3,2
32,Yes,Travel_Rarely,705,Sales,16,3,Human Resources,1,498,4,Male,37,2,2,Sales Manager,4,Married,5944,8387,5,Y,Yes,21,4,1,80,2,14,2,3,14,4,3,10
19,No,Travel_Frequently,1033,Sales,13,4,Life Sciences,1,499,2,Male,65,3,2,Sales Representative,2,Divorced,10963,8480,8,Y,Yes,24,4,3,80,3,1,0,1,1,1,1,1
53,No,Travel_Frequently,1258,Human Resources,14,2,Marketing,1,500,1,Female,35,4,5,Manager,1,Married,12617,18767,5,Y,Yes,6,3,2,80,0,34,0,2,6,6,0,5
33,Yes,Travel_Rarely,283,Research & Development,13,3,Marketing,1,501,2,Male,56,3,3,Manufacturing Director,2,Married,19960,16696,8,Y,Yes,10,3,1,80,0,11,0,1,11,7,6,3
20,Yes,Travel_Frequently,1226,Human Resources,22,2,Medical,1,502,2,Male,38,2,3,Manager,4,Single,15596,3314,6,Y,Yes,11,3,1,80,3,1,5,3,1,1,1,1
41,No,Travel_Rarely,785,Human Resources,18,2,Medical,1,503,3,Male,55,1,5,Human Resources,4,Married,10397,12717,5,Y,No,13,4,1,80,2,23,4,4,13,3,3,10
25,No,Travel_Frequently,1260,Research & Development,22,1,Other,1,504,1,Male,62,3,5,Laboratory Technician,2,Married,9530,9104,3,Y,No,21,3,2,80,2,7,1,3,7,6,6,1
42,No,Travel_Frequently,122,Research & Development,28,4,Human Resources,1,505,2,Female,65,4,4,Manufacturing Director,1,Married,3639,2000,3,Y,Yes,14,4,1,80,2,20,1,3,20,2,0,1
41,Yes,Travel_Rarely,129,Research & Development,5,4,Other,1,506,3,Male,44,3,1,Research Director,1,Married,7720,4821,4,Y,Yes,12,4,4,80,0,22,5,1,7,2,0,7
43,No,Non-Travel,647,Sales,19,1,Technical Degree,1,507,4,Female,33,2,4,Sales Representative,1,Single,8642,23995,0,Y,No,13,3,1,80,1,26,4,4,3,3,3,3
21,No,Travel_Rarely,933,Sales,22,1,Human Resources,1,508,3,Female,52,4,4,Sales Representative,3,Married,13363,21012,5,Y,No,17,4,2,80,1,4,5,4,4,4,2,4
45,No,Travel_Frequently,1206,Sales,28,3,Medical,1,509,1,Male,50,4,4,Sales Representative,4,Divorced,13195,20798,2,Y,Yes,9,3,1,80,3,23,4,1,11,9,2,10
34,No,Travel_Rarely,935,Human Resources,24,2,Other,1,510,2,Male,43,2,4,Manager,1,Divorced,13505,9399,5,Y,Yes,25,4,1,80,0,16,1,4,13,9,6,4
37,No,Non-Travel,1026,Human Resources,1,3,Medical,1,511,3,Male,45,1,2,Human Resources,3,Married,10304,15825,4,Y,No,16,4,4,80,0,15,1,3,7,3,1,2
55,No,Travel_Rarely,1104,Research & Development,12,5,Human Resources,1,512,4,Female,33,1,1,Manufacturing Director,3,Divorced,13503,14450,0,Y,Yes,6,4,1,80,3,35,1,1,16,7,1,7
39,No,Non-Travel,241,Sales,20,4,Life Sciences,1,513,1,Male,94,4,5,Sales Representative,3,Divorced,16563,7938,6,Y,No,19,4,1,80,3,17,1,4,1,1,0,1
28,No,Non-Travel,719,Sales,16,5,Marketing,1,514,4,Male,53,2,2,Sales Executive,1,Married,3437,9321,7,Y,Yes,15,4,1,80,0,7,1,2,1,1,1,1
56,Yes,Travel_Frequently,237,Human Resources,18,4,Marketing,1,515,4,Male,38,4,1,Manager,2,Married,15836,4858,1,Y,Yes,13,4,2,80,2,37,0,1,16,1,1,7
29,Yes,Travel_Frequently,401,Human Resources,6,5,Marketing,1,516,1,Male,68,3,4,Manager,1,Married,8633,6365,9,Y,Yes,17,3,1,80,0,10,4,3,4,4,0,4
26,No,Non-Travel,1144,Research & Development,4,4,Medical,1,517,2,Female,48,2,4,Manufacturing Director,4,Single,6160,4228,2,Y,No,20,3,3,80,3,7,6,2,7,7,1,3
45,No,Travel_Frequently,1326,Research & Development,27,4,Life Sciences,1,518,1,Male,96,4,4,Research Director,4,Married,9908,11424,3,Y,Yes,20,3,1,80,3,28,5,1,5,5,5,3
20,Yes,Travel_Frequently,1061,Sales,20,4,Marketing,1,519,3,Female,73,1,3,Sales Manager,3,Married,6497,4981,5,Y,Yes,20,4,3,80,2,1,4,3,1,1,1,1
38,Yes,Travel_Rarely,840,Sales,9,2,Marketing,1,520,2,Male,99,4,3,Sales Executive,1,Divorced,8224,20117,9,Y,No,15,3,3,80,3,19,1,2,7,7,2,5
59,Yes,Travel_Frequently,1227,Sales,11,2,Technical Degree,1,521,4,Female,80,3,3,Sales Manager,4,Married,14339,2107,2,Y,No,7,3,3,80,3,39,1,4,20,2,2,2
45,No,Non-Travel,1223,Sales,6,1,Technical Degree,1,522,2,Female,98,4,3,Sales Representative,1,Divorced,5521,10795,1,Y,No,9,3,1,80,0,25,0,1,2,1,1,2
35,No,Travel_Frequently,884,Research & Development,12,2,Medical,1,523,1,Female,56,2,5,Healthcare Representative,3,Married,7630,19750,3,Y,Yes,24,3,4,80,2,14,0,1,1,1,1,1
32,Yes,Non-Travel,575,Research & Development,8,5,Medical,1,524,2,Male,42,4,3,Laboratory Technician,4,Married,8992,4686,4,Y,No,18,4,4,80,0,13,4,1,13,10,6,8
49,No,Travel_Rarely,524,Research & Development,20,3,Marketing,1,525,2,Female,57,3,5,Manufacturing Director,3,Divorced,15238,12296,3,Y,No,16,4,2,80,3,29,4,4,5,2,2,3
54,No,Travel_Rarely,622,Human Resources,13,1,Technical Degree,1,526,4,Male,74,3,4,Human Resources,2,Divorced,16331,9489,0,Y,Yes,13,4,2,80,2,35,6,2,14,8,6,2
42,Yes,Travel_Rarely,670,Human Resources,3,2,Life Sciences,1,527,1,Female,53,2,1,Human Resources,2,Single,16283,9506,8,Y,Yes,18,4,1,80,0,22,4,1,15,3,3,3
48,Yes,Non-Travel,1192,Research & Development,9,2,Life Sciences,1,528,3,Female,53,2,1,Healthcare Representative,1,Single,7004,10049,2,Y,Yes,5,4,1,80,0,30,1,4,4,4,4,3
27,No,Travel_Rarely,378,Human Resources,6,5,Marketing,1,529,4,Male,30,4,4,Manager,4,Single,14367,11411,1,Y,No,19,4,3,80,1,10,6,4,8,3,0,2
44,Yes,Travel_Rarely,744,Research & Development,4,4,Medical,1,530,2,Male,92,4,1,Laboratory Technician,4,Divorced,2782,8511,9,Y,Yes,5,3,2,80,2,25,3,3,13,7,4,6
32,Yes,Non-Travel,866,Sales,15,4,Technical Degree,1,531,1,Female,36,4,4,Sales Manager,3,Married,11680,13486,2,Y,No,19,4,3,80,2,13,0,4,2,2,2,2
39,No,Non-Travel,784,Research & Development,1,5,Medical,1,532,3,Male,88,3,2,Research Scientist,1,Married,15219,13368,8,Y,No,24,4,1,80,2,18,6,4,17,6,0,8
50,No,Travel_Rarely,1363,Human Resources,22,5,Other,1,533,1,Male,79,1,2,Human Resources,3,Divorced,5053,11036,7,Y,No,17,3,1,80,3,33,1,2,9,3,2,4
44,No,Non-Travel,1477,Sales,28,5,Human Resources,1,534,3,Male,93,3,1,Sales Executive,4,Married,7426,5743,0,Y,No,7,4,3,80,0,24,5,3,16,2,2,8
60,No,Travel_Rarely,403,Research & Development,17,2,Medical,1,535,1,Female,58,2,4,Manufacturing Director,3,Divorced,5489,9174,4,Y,No,12,4,4,80,2,41,3,4,13,1,1,5
33,No,Travel_Rarely,342,Research & Development,27,4,Other,1,536,2,Male,69,4,1,Research Director,4,Divorced,14136,9722,6,Y,Yes,20,4,4,80,3,12,2,2,12,8,0,6
28,No,Non-Travel,205,Human Resources,3,5,Marketing,1,537,3,Female,30,2,1,Manager,3,Single,6977,17440,0,Y,Yes,10,3,3,80,0,7,0,1,7,7,7,2
39,Yes,Non-Travel,246,Research & Development,29,5,Life Sciences,1,538,2,Male,66,3,1,Healthcare Representative,1,Single,19238,6542,6,Y,No,7,4,4,80,1,20,5,2,4,4,4,4
39,No,Travel_Frequently,1044,Sales,23,4,Technical Degree,1,539,1,Male,49,1,3,Sales Manager,2,Divorced,9886,7086,6,Y,Yes,6,3,1,80,2,20,1,4,8,5,5,4
36,No,Non-Travel,845,Research & Development,30,3,Human Resources,1,540,1,Female,50,1,4,Manufacturing Director,1,Divorced,3108,14805,8,Y,No,11,4,3,80,3,19,1,4,19,5,3,8
43,No,Non-Travel,186,Human Resources,28,2,Marketing,1,541,2,Female,47,3,3,Manager,2,Married,6855,9865,2,Y,Yes,21,4,4,80,1,23,6,1,14,2,2,6
39,No,Non-Travel,1031,Sales,11,1,Life Sciences,1,542,3,Female,100,1,2,Sales Manager,3,Married,3291,11509,8,Y,Yes,22,4,1,80,1,19,4,4,17,7,3,7
44,No,Travel_Rarely,1186,Sales,10,5,Medical,1,543,4,Female,59,2,2,Sales Manager,1,Divorced,2140,3328,0,Y,No,12,4,4,80,3,23,0,1,19,5,5,5
52,Yes,Travel_Rarely,1248,Human Resources,19,5,Other,1,544,4,Female,72,1,5,Manager,1,Single,14747,7807,3,Y,Yes,22,3,3,80,0,34,3,2,18,5,1,4
34,Yes,Non-Travel,1408,Sales,24,3,Other,1,545,2,Male,38,1,2,Sales Representative,1,Divorced,19979,4497,2,Y,No,9,3,3,80,3,14,0,2,4,4,4,4
50,No,Non-Travel,229,Human Resources,12,1,Technical Degree,1,546,4,Female,50,2,1,Manager,3,Divorced,4831,6777,2,Y,No,15,3,1,80,2,31,6,3,7,7,4,1
45,No,Travel_Frequently,1415,Research & Development,24,4,Medical,1,547,2,Male,77,4,5,Laboratory Technician,1,Divorced,12558,8524,1,Y,No,6,3,3,80,3,28,5,1,8,8,7,7
44,No,Travel_Frequently,1406,Research & Development,5,4,Life Sciences,1,548,1,Male,70,3,5,Research Scientist,1,Married,3064,10062,7,Y,Yes,14,4,1,80,0,25,5,3,18,9,5,2
42,Yes,Travel_Rarely,290,Research & Development,10,3,Technical Degree,1,549,1,Male,47,3,3,Healthcare Representative,1,Married,8054,19201,4,Y,Yes,24,3,3,80,0,23,2,3,1,1,1,1
31,Yes,Travel_Frequently,183,Sales,18,1,Marketing,1,550,1,Male,69,3,5,Sales Manager,2,Single,15226,15768,9,Y,Yes,7,4,1,80,0,14,4,1,14,5,4,2
48,No,Travel_Frequently,1391,Human Resources,18,3,Technical Degree,1,551,2,Male,32,2,3,Human Resources,4,Married,5403,17411,3,Y,Yes,11,3,1,80,1,26,4,3,11,3,2,10
33,No,Travel_Rarely,1362,Human Resources,5,2,Human Resources,1,552,1,Male,45,1,2,Manager,4,Married,10160,15769,6,Y,Yes,13,4,2,80,2,15,5,3,14,10,4,5
59,Yes,Travel_Frequently,1276,Human Resources,2,2,Medical,1,553,4,Male,30,1,2,Human Resources,1,Divorced,5690,23359,1,Y,Yes,11,3,3,80,1,42,3,2,13,3,3,5
59,Yes,Travel_Rarely,1463,Sales,22,3,Technical Degree,1,554,1,Male,61,4,5,Sales Manager,3,Married,8160,18053,3,Y,Yes,20,4,1,80,2,42,3,4,5,4,4,5
21,Yes,Travel_Rarely,812,Sales,9,3,Medical,1,555,3,Female,68,2,3,Sales Executive,4,Divorced,16890,23110,2,Y,No,12,4,4,80,1,2,1,3,1,1,1,1
26,No,Non-Travel,926,Research & Development,9,4,Technical Degree,1,556,3,Male,32,2,5,Healthcare Representative,3,Single,12165,4063,5,Y,No,23,3,2,80,1,8,5,2,8,2,2,8
18,No,Non-Travel,1300,Human Resources,16,3,Other,1,557,4,Male,55,1,5,Manager,4,Single,10910,22606,3,Y,Yes,17,4,2,80,2,1,2,2,1,1,1,1
40,Yes,Travel_Frequently,1056,Sales,3,5,Marketing,1,558,2,Female,82,4,4,Sales Executive,2,Single,8716,19530,1,Y,Yes,7,3,2,80,0,22,2,2,5,4,4,1
18,Yes,Travel_Rarely,1388,Human Resources,30,3,Other,1,559,1,Female,60,2,2,Manager,4,Single,19592,3447,3,Y,Yes,20,4,2,80,0,1,2,4,1,1,1,1
55,No,Travel_Rarely,452,Sales,18,3,Life Sciences,1,560,2,Male,50,2,3,Sales Manager,2,Divorced,8309,9674,2,Y,Yes,6,3,2,80,2,33,3,3,4,4,0,4
32,Yes,Travel_Frequently,450,Human Resources,14,1,Other,1,561,1,Male,77,4,3,Human Resources,1,Single,2249,3151,2,Y,Yes,22,3,2,80,2,15,0,2,3,3,3,3
45,No,Travel_Frequently,671,Human Resources,18,2,Marketing,1,562,2,Male,70,1,4,Manager,4,Divorced,16584,10527,9,Y,No,24,3,3,80,1,24,6,4,15,7,2,10
55,No,Travel_Rarely,358,Research & Development,30,2,Life Sciences,1,563,1,Male,60,2,1,Healthcare Representative,3,Divorced,9595,3663,9,Y,No,21,3,1,80,3,38,2,3,5,1,1,5
29,No,Travel_Frequently,1495,Research & Development,15,4,Medical,1,564,1,Male,65,1,1,Laboratory Technician,1,Married,7394,13065,1,Y,Yes,5,3,1,80,1,10,2,1,10,2,2,8
58,Yes,Non-Travel,1132,Research & Development,26,2,Technical Degree,1,565,2,Male,67,1,5,Manufacturing Director,4,Single,5773,11572,9,Y,Yes,13,3,3,80,2,36,4,4,5,5,5,5
36,No,Non-Travel,1403,Research & Development,2,4,Technical Degree,1,566,4,Male,73,2,4,Healthcare Representative,4,Married,13316,4906,9,Y,Yes,16,4,1,80,3,14,3,2,1,1,1,1
50,No,Travel_Frequently,592,Research & Development,13,3,Other,1,567,1,Male,82,3,3,Research Director,2,Married,8813,21729,0,Y,No,24,4,2,80,1,32,0,1,2,2,0,2
25,Yes,Travel_Frequently,1182,Human Resources,6,5,Life Sciences,1,568,1,Female,38,2,3,Human Resources,2,Married,8150,15097,8,Y,Yes,13,3,4,80,2,6,5,3,6,4,3,6
59,No,Travel_Rarely,1046,Research & Development,24,3,Medical,1,569,3,Female,35,2,4,Laboratory Technician,3,Married,4692,14785,8,Y,No,14,4,3,80,1,40,1,1,7,2,2,5
41,Yes,Travel_Rarely,854,Research & Development,10,2,Marketing,1,570,3,Female,60,3,1,Research Scientist,2,Divorced,5570,20221,6,Y,No,21,3,4,80,3,21,5,1,10,9,0,4
58,Yes,Travel_Frequently,284,Research & Development,9,2,Medical,1,571,1,Male,42,1,3,Laboratory Technician,2,Married,5348,21656,9,Y,Yes,19,4,2,80,1,38,5,1,4,4,3,3
26,Yes,Non-Travel,1125,Research & Development,30,3,Medical,1,572,2,Female,82,1,1,Manufacturing Director,2,Divorced,17129,20105,9,Y,Yes,21,3,1,80,0,8,4,1,8,6,6,2
44,No,Travel_Rarely,1371,Human Resources,16,2,Human Resources,1,573,1,Male,57,2,2,Human Resources,1,Divorced,2100,14837,7,Y,Yes,16,4,3,80,3,24,6,1,10,10,1,7
58,Yes,Travel_Rarely,541,Research & Development,27,5,Marketing,1,574,3,Female,94,4,4,Laboratory Technician,3,Single,7166,6845,0,Y,Yes,7,3,3,80,3,40,0,4,5,5,3,3
20,Yes,Travel_Frequently,1163,Sales,1,5,Human Resources,1,575,1,Female,42,1,1,Sales Manager,2,Single,3519,5817,5,Y,No,9,4,1,80,2,1,2,2,1,1,1,1
56,No,Travel_Frequently,980,Human Resources,7,4,Medical,1,576,4,Male,95,1,1,Manager,4,Single,3705,20031,1,Y,Yes,10,4,4,80,2,35,4,2,7,5,5,6
34,No,Travel_Frequently,379,Research & Development,15,1,Life Sciences,1,577,1,Female,82,3,5,Research Director,1,Divorced,19321,3511,3,Y,Yes,11,3,1,80,0,14,3,3,10,4,4,9
21,Yes,Non-Travel,1378,Research & Development,23,5,Other,1,578,3,Female,78,1,3,Research Director,2,Divorced,15786,23521,7,Y,Yes,14,4,3,80,1,1,5,4,1,1,1,1
54,No,Non-Travel,927,Sales,29,1,Human Resources,1,579,2,Male,37,4,5,Sales Manager,4,Married,16086,15363,3,Y,No,24,3,1,80,1,32,6,4,6,4,4,3
19,No,Travel_Rarely,683,Human Resources,22,2,Marketing,1,580,4,Female,30,2,5,Human Resources,3,Single,2573,13294,9,Y,No,18,3,1,80,1,1,3,2,1,1,1,1
27,Yes,Travel_Rarely,1476,Human Resources,14,3,Life Sciences,1,581,1,Female,48,3,5,Manager,3,Divorced,5219,8235,1,Y,Yes,21,4,2,80,3,6,3,3,1,1,1,1
37,No,Non-Travel,339,Research & Development,22,1,Life Sciences,1,582,2,Female,79,1,2,Manufacturing Director,3,Divorced,3807,18511,8,Y,No,11,3,1,80,0,18,0,1,18,7,6,2
57,No,Travel_Rarely,203,Human Resources,14,3,Other,1,583,1,Female,77,3,3,Human Resources,4,Single,6707,9225,2,Y,No,25,4,4,80,0,40,4,4,17,4,4,7
21,Yes,Travel_Rarely,1257,Human Resources,1,4,Technical Degree,1,584,1,Female,38,3,5,Human Resources,2,Single,7274,10635,8,Y,Yes,5,4,2,80,1,1,3,2,1,1,1,1
26,No,Travel_Frequently,1334,Sales,30,2,Medical,1,585,4,Female,50,2,1,Sales Representative,2,Married,4575,2015,1,Y,No,17,3,3,80,3,7,3,2,1,1,1,1
40,No,Travel_Rarely,910,Sales,9,2,Medical,1,586,3,Female,67,4,5,Sales Executive,3,Single,6615,18720,9,Y,Yes,6,3,1,80,2,18,3,2,6,6,5,1
24,No,Non-Travel,634,Research & Development,3,5,Life Sciences,1,587,4,Female,96,4,4,Manufacturing Director,2,Married,8336,15758,0,Y,Yes,10,4,4,80,1,3,6,2,3,3,2,2
50,Yes,Travel_Frequently,1028,Research & Development,1,3,Technical Degree,1,588,2,Male,91,4,2,Research Director,4,Divorced,5899,24941,7,Y,Yes,6,4,2,80,3,33,2,1,19,9,6,7
27,No,Non-Travel,929,Research & Development,13,2,Medical,1,589,2,Male,49,1,3,Research Director,3,Divorced,10680,4387,5,Y,Yes,21,3,4,80,1,5,6,4,5,5,5,2
52,No,Non-Travel,1325,Human Resources,5,4,Human Resources,1,590,3,Female,62,3,5,Manager,1,Single,16193,18625,0,Y,No,14,3,1,80,0,32,2,3,2,2,2,2
50,No,Travel_Rarely,662,Sales,13,4,Life Sciences,1,591,4,Female,78,4,2,Sales Executive,4,Single,16811,4555,7,Y,No,24,3,4,80,3,29,6,2,18,3,0,10
27,No,Travel_Frequently,161,Research & Development,17,5,Human Resources,1,592,1,Male,76,4,1,Manufacturing Director,1,Married,10825,14784,0,Y,Yes,17,4,1,80,2,8,2,2,6,4,4,1
39,No,Non-Travel,1279,Human Resources,5,3,Medical,1,593,3,Female,64,1,4,Manager,4,Married,19455,14824,5,Y,No,12,3,2,80,3,21,0,3,10,3,3,3
39,Yes,Travel_Frequently,1133,Research & Development,8,3,Technical Degree,1,594,1,Female,43,3,2,Healthcare Representative,4,Single,9325,20347,3,Y,No,17,4,3,80,3,19,6,4,17,10,5,2
38,Yes,Travel_Frequently,1326,Research & Development,20,3,Marketing,1,595,2,Female,91,3,2,Research Scientist,3,Divorced,17768,7400,1,Y,No,6,3,1,80,2,21,6,1,17,10,1,2
37,Yes,Non-Travel,299,Research & Development,7,3,Technical Degree,1,596,1,Male,60,1,3,Research Director,3,Married,19187,15967,2,Y,Yes,19,4,2,80,1,17,2,1,17,4,4,8
40,No,Travel_Frequently,365,Human Resources,2,4,Human Resources,1,597,2,Male,60,4,5,Human Resources,2,Married,13828,18851,9,Y,Yes,21,4,3,80,3,23,3,4,5,5,0,5
55,Yes,Travel_Rarely,844,Sales,23,5,Technical Degree,1,598,3,Female,70,2,2,Sales Representative,1,Married,15826,22108,5,Y,Yes,14,3,1,80,1,37,2,4,11,5,5,10
18,No,Non-Travel,111,Sales,8,2,Marketing,1,599,4,Male,71,2,2,Sales Manager,2,Single,8827,13138,2,Y,No,20,3,1,80,1,1,2,3,1,1,1,1
51,No,Travel_Frequently,113,Human Resources,30,5,Human Resources,1,600,3,Female,46,3,2,Manager,2,Married,6905,14002,3,Y,Yes,21,3,1,80,3,32,6,2,15,8,4,7
24,Yes,Travel_Frequently,601,Research & Development,10,1,Medical,1,601,4,Male,83,2,2,Healthcare Representative,3,Single,19025,10598,9,Y,No,20,3,1,80,0,2,6,2,2,2,0,2
23,No,Travel_Frequently,1269,Sales,12,2,Marketing,1,602,4,Female,34,4,3,Sales Representative,2,Single,7071,12663,8,Y,Yes,9,3,1,80,2,6,0,4,6,6,2,6
